link,title,item_no,image_list,description,compatibility_list,variants
https://eurolub.com/en/motor-vo-0w-30-p3821/,Motor VO 0W-30,243XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/828898_243xxx.png'],['<p>High-performance engine oil for passenger car engines with turbocharger for engine fuel economy according to A5/B5. Recommended for Volvo passenger cars in accordance with manufacturer´s specifications.</p>'],"['<li>ACEA A5/B5</li>', '<li>API SL</li>', '<li>Volvo VCC 95200377</li>']","[{'sku': '243001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/908616_243001.png', 'name': '1 L'}, {'sku': '243005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/970410_243005.png', 'name': '5 L'}, {'sku': '243020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/200482_243020.png', 'name': '20 L'}, {'sku': '243060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/780609_243060.png', 'name': '60 L'}, {'sku': '243208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/372869_243208.png', 'name': '208 L'}, {'sku': '243100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/55648_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/megatec-0w-40-p3809/,MEGATEC 0W-40,241XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/344221_241xxx.png'],['<p>High-performance engine oil for passenger car engines with turbocharger for engine fuel economy. The innovative combination of low viscosity and safety under all conditions.</p>'],"['<li>ACEA A3/B4</li>', '<li>API SN</li>', '<li>API CF</li>', '<li>MB 229.5</li>', '<li>MB 229.3</li>', '<li>MB 226.5</li>', '<li>PSA B71 2296</li>', '<li>Fiat 9.55535-M2</li>', '<li>Fiat 9.55535-N2</li>', '<li>Fiat 9.55535-Z2</li>', '<li>BMW Longlife-01</li>', '<li>VW 502.00</li>', '<li>Ford WSS-M2C937-A</li>', '<li>VW 505.00</li>', '<li>Porsche A40</li>', '<li>RN 0700</li>', '<li>RN 0710</li>']","[{'sku': '241001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/37644_241001.png', 'name': '1 L'}, {'sku': '241005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/423834_241005.png', 'name': '5 L'}, {'sku': '241020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/317728_241020.png', 'name': '20 L'}, {'sku': '241060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/735923_241060.png', 'name': '60 L'}, {'sku': '241208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/462263_241208.png', 'name': '208 L'}, {'sku': '241100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/134577_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/eco-dxs-5w-20-p3830/,ECO DXS 5W-20,256XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/956478_256xxx.png'],['<p>Modern low viscosity motor oil.</p>'],"['<li>API SQ (RC)</li>', '<li>GM dexos1® Gen. 3</li>', '<li>ILSAC GF-7A</li>', '<li>Chrysler MS 6395</li>', '<li>Ford WSS-M2C945-B1</li>', '<li>Ford WSS-M2C960-A</li>']","[{'sku': '256060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/493747_256060.png', 'name': '60 L'}, {'sku': '256208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/692057_256208.png', 'name': '208 L'}, {'sku': '256100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/810900_xxx100.png', 'name': '1000 L'}]"
https://eurolub.com/en/super-fo-0w-20-p3823/,SUPER FO 0W-20,250XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/848651_250xxx.png'],['<p>Modern engine oil for use in car gasoline- and diesel-engines and hybrid concepts from various suppliers according to their specifications.</p>'],"['<li>ACEA C5</li>', '<li>ACEA C6</li>', '<li>API SP</li>', '<li>FORD WSS-M2C952-A1</li>', '<li>API SN PLUS</li>', '<li>STJLR.03.5006</li>', '<li>MB 229.71</li>', '<li>GM dexosD™</li>', '<li>OPEL OV0401547-A20</li>']","[{'sku': '250001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/870944_250001.png', 'name': '1 L'}, {'sku': '250005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/101496_250005.png', 'name': '5 L'}, {'sku': '250020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/200366_250020.png', 'name': '20 L'}, {'sku': '250060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/349089_250060.png', 'name': '60 L'}, {'sku': '250208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/206565_250208.png', 'name': '208 L'}, {'sku': '250100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/784400_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/super-ps-c-0w-20-p3824/,SUPER PS-C 0W-20,252XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/948180_252xxx.png'],"['<p>Modern, synthetic fuel-efficient engine oil. With a special potential for fuel economy.</p>']","['<li>ACEA C5</li>', '<li>API SN PLUS</li>', '<li>PSA B71 2010</li>', '<li>OPEL OV0401547-A20</li>', '<li>Fiat 9.55535-DM1</li>']","[{'sku': '252001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/184308_252001.png', 'name': '1 L'}, {'sku': '252005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/727429_252005.png', 'name': '5 L'}, {'sku': '252020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/968718_252020.png', 'name': '20 L'}, {'sku': '252060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/4475_252060.png', 'name': '60 L'}, {'sku': '252208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/322376_252208.png', 'name': '208 L'}, {'sku': '252100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/108526_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/super-eco-0w-16-p3746/,SUPER ECO 0W-16,222XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/488339_222xxx.png'],['<p>Modern low viscosity motor oil.</p>'],"['<li>API SP RC</li>', '<li>ILSAC GF-6B</li>']","[{'sku': '222001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/462356_222001.png', 'name': '1 L'}, {'sku': '222005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/260610_222005.png', 'name': '5 L'}, {'sku': '222020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/662168_222020.png', 'name': '20 L'}, {'sku': '222060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/968493_222060.png', 'name': '60 L'}, {'sku': '222208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/495290_222208.png', 'name': '208 L'}, {'sku': '222100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/404295_221100.png', 'name': '1000 L'}]"
https://eurolub.com/en/racing-gt2-10w-60-p3861/,RACING GT2 10W-60,311XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/105261_311xxx.png'],['<p>High-performance engine oil for passenger car models. Low oil consumption. Heavy-duty lubricating film and oil pressure.</p>'],"['<li>ACEA A3/B4</li>', '<li>API SN</li>', '<li>API CF</li>']","[{'sku': '311001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/48996_311001.png', 'name': '1 L'}, {'sku': '311005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/284416_311005.png', 'name': '5 L'}, {'sku': '311020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/956653_311020.png', 'name': '20 L'}, {'sku': '311060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/66098_311060.png', 'name': '60 L'}, {'sku': '311208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/677917_311208.png', 'name': '208 L'}]"
https://eurolub.com/en/eco-dxs-0w-20-p3829/,ECO DXS 0W-20,255XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/435353_255xxx.png'],['<p>Modern low viscosity motor oil.</p>'],"['<li>GM dexos1® Gen. 3</li>', '<li>API SQ (RC)</li>', '<li>Chrysler MS 6395</li>', '<li>ILSAC GF-7A</li>', '<li>Fiat 9.55535-GSX</li>', '<li>Fiat 9.55535-CR1</li>', '<li>Ford WSS-M2C947-B1</li>', '<li>Ford WSS-M2C962-A</li>', '<li>GM 6094M</li>']","[{'sku': '255001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/508703_255001.png', 'name': '1 L'}, {'sku': '255005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/513888_255005.png', 'name': '5 L'}, {'sku': '255020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/168542_255020.png', 'name': '20 L'}, {'sku': '255060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/114639_255060.png', 'name': '60 L'}, {'sku': '255208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/538389_255208.png', 'name': '208 L'}, {'sku': '255100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/183338_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/formel-dx-5w-30-p3822/,FORMEL DX 5W-30,244XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/728081_244xxx.png'],['<p>Mid SAPS Engine Oil.</p></p>'],"['<li>ACEA C2</li>', '<li>ACEA C3</li>', '<li>API SN</li>', '<li>API CF</li>', '<li>VW 502.00</li>', '<li>VW 505.00</li>', '<li>VW 505.01</li>', '<li>MB 229.51</li>', '<li>MB 229.52</li>', '<li>BMW Longlife-04</li>', '<li>GM dexos2®</li>', '<li>RN 0700</li>', '<li>RN 0710</li>']","[{'sku': '244005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/780250_244005.png', 'name': '5 L'}, {'sku': '244060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/586033_244060.png', 'name': '60 L'}, {'sku': '244208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/974560_244208.png', 'name': '208 L'}, {'sku': '244100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/563839_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/cleanpower-c1-5w-30-p3699/,CLEANPOWER C1 5W-30,213XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/935229_213xxx.png'],['<p>Specially developed for models equipped with an exhaust post-treatment system and models complying with the relevant regulation.</p>'],"['<li>ACEA C1</li>', '<li>Ford WSS-M2C934-B</li>', '<li>STJLR.03.5005</li>', '<li>JASO DL-1</li>', '<li>Mazda</li>']","[{'sku': '213001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/561591_213001.png', 'name': '1 L'}, {'sku': '213005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/950489_213005.png', 'name': '5 L'}, {'sku': '213020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/729224_213020.png', 'name': '20 L'}, {'sku': '213060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/831036_213060.png', 'name': '60 L'}, {'sku': '213208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/948647_213208.png', 'name': '208 L'}, {'sku': '213100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/242838_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/eco-b12-0w-30-p3674/,ECO B12 0W-30,208XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/895137_208xxx.png'],['<p>Motor oil developed for BMW models for extreme fuel-saving.</p>'],"['<li>ACEA C2</li>', '<li>BMW Longlife-12 FE</li>', '<li>MB 229.61</li>']","[{'sku': '208020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/660899_208020.png', 'name': '20 L'}, {'sku': '208060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/992511_208060.png', 'name': '60 L'}, {'sku': '208208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/636484_208208.png', 'name': '208 L'}, {'sku': '208100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/807068_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/classic-multigrade-20w-50-p3788/,Classic MULTIGRADE 20W-50,235XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/276544_235060.png'],['<p>Mildly alloyed multi-grade engine oil for older vehicles. Also suitable for Harley Davidson in accordance with regulation!</p>'],"['<li>API CD</li>', '<li>API SF</li>']","[{'sku': '235060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/155133_235060.png', 'name': '60 L'}]"
https://eurolub.com/en/classic-monograde-30-p3785/,Classic MONOGRADE 30,233XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/719951_233xxx.png'],['<p>Mildly alloyed single-grade engine oil for older vhicles.</p>'],"['<li>API CD</li>', '<li>API SF</li>']","[{'sku': '233060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/458590_233060.png', 'name': '60 L'}]"
https://eurolub.com/en/cargo-lsp-super-10w-40-p3777/,CARGO LSP SUPER 10W-40,231XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/34696_231xxx.png'],['<p>State-of-the-art SHPD engine oil. Developed and adpated for use with the latest particle filter systems in commercial vehicles in accordance.</p>'],"['<li>ACEA E7</li>', '<li>ACEA E8</li>', '<li>ACEA E11</li>', '<li>API CK-4</li>', '<li>API SN</li>', '<li>DTFR 15C110 (228.51)</li>', '<li>MAN M 3477</li>', '<li>MAN M 3775</li>', '<li>Volvo VDS-4.5</li>', '<li>Renault VI RLD-2</li>', '<li>Renault VI RLD-3</li>', '<li>Scania Low Ash</li>', '<li>Deutz IV-18 LA</li>', '<li>CAT ECF-1a</li>', '<li>CAT ECF-2</li>', '<li>CAT ECF-3</li>', '<li>Cummins CES 20086</li>', '<li>Detroit Diesel 93K222</li>', '<li>JASO DH-2</li>', '<li>MTU Typ 2.1</li>', '<li>MTU Typ 3.1</li>', '<li>Mack EOS 4.5</li>']","[{'sku': '231020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/336851_231020.png', 'name': '20 L'}, {'sku': '231060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/13779_231060.png', 'name': '60 L'}, {'sku': '231208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/29090_231208.png', 'name': '208 L'}]"
https://eurolub.com/en/turbo-star-15w-40-p3993/,TURBO STAR 15W-40,340XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/34611_340xxx.png'],"['<p>Engine oil for diesel and gas engines, tried and tested as an excellent choice for commercial vehicles, heavy-duty work machinery, and passenger cars (except pump-jet engines).</p>']","['<li>API CF-4</li>', '<li>API SJ</li>', '<li>MB 228.1</li>', '<li>MAN 271</li>', '<li>Volvo VDS</li>']","[{'sku': '340001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/481482_340001.png', 'name': '1 L'}, {'sku': '340005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/482913_340005.png', 'name': '5 L'}, {'sku': '340020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/827656_340020.png', 'name': '20 L'}, {'sku': '340060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/241513_340060.png', 'name': '60 L'}, {'sku': '340208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/31933_340208.png', 'name': '208 L'}, {'sku': '340100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/300705_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/gts-20w-50-p3933/,GTS 20W-50,325XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/508899_325xxx.png'],"['<p>Multi-grade engine oil for gas and diesel engines (no pump-jet, without WIV) including turbo models.</p>']","['<li>ACEA A3/B3</li>', '<li>API CF-4</li>', '<li>API CH-4</li>', '<li>API SJ</li>', '<li>MB 228.1</li>', '<li>MB 229.1</li>', '<li>MAN 271</li>', '<li>Volvo VDS</li>', '<li>CAT TO-2</li>', '<li>Allison C-4</li>']","[{'sku': '325001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/642634_325001.png', 'name': '1 L'}, {'sku': '325005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/145093_325005.png', 'name': '5 L'}, {'sku': '325020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/697397_325020.png', 'name': '20 L'}, {'sku': '325060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/462781_325060.png', 'name': '60 L'}, {'sku': '325208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/776068_325208.png', 'name': '208 L'}, {'sku': '325100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/364382_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/hd-4cx-plus-15w-40-p3938/,HD 4CX PLUS 15W-40,327XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/738559_327xxx.png'],"['<p>Multi-grade engine oil for mixed vehicle fleets. Developed for use in diesel and gas engines built into commercial vehicles, work machinery, and passenger cars (except pump-jet engines).</p>']","['<li>ACEA A3/B4</li>', '<li>ACEA E7</li>', '<li>API CI-4</li>', '<li>API SL</li>', '<li>DTFR 15B110 (228.3)</li>', '<li>MB 229.1</li>', '<li>MAN M 3275-1</li>', '<li>Deutz III-10</li>', '<li>MTU Typ 2</li>', '<li>Volvo VDS-3</li>', '<li>Renault VI RLD-2</li>', '<li>Mack EO-N</li>', '<li>Mack EO-M Plus</li>', '<li>Allison C-4</li>', '<li>JASO DH-1</li>', '<li>Global DHD-1</li>', '<li>CAT ECF-1a</li>', '<li>CAT ECF-2</li>', '<li>Detroit Diesel 93K215</li>', '<li>Cummins CES 20076</li>', '<li>Cummins CES 20077</li>', '<li>Cummins CES 20078</li>']","[{'sku': '327020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/206908_327020.png', 'name': '20 L'}, {'sku': '327060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/589972_327060.png', 'name': '60 L'}, {'sku': '327208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/619796_327208.png', 'name': '208 L'}, {'sku': '327100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/248784_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/multitec-10w-40-p3887/,MULTITEC 10W-40,317XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/100609_317xxx.png'],"['<p>All-purpose, low-viscosity oil based on synthetic technology. Developed for use in diesel and gas engines built into commercial vehicles, work machinery, and passenger cars (except pump-jet engines).</p>']","['<li>ACEA A3/B4</li>', '<li>ACEA E7</li>', '<li>API CI-4</li>', '<li>API SL</li>', '<li>DTFR 15B110 (228.3)</li>', '<li>MB 229.1</li>', '<li>MAN M 3275</li>', '<li>Volvo VDS-3</li>', '<li>Renault VI RLD-2</li>', '<li>MTU Typ 2</li>', '<li>Cummins CES 20077</li>', '<li>Cummins CES 20078</li>', '<li>Global DHD-1</li>', '<li>Mack EO-N</li>', '<li>CAT ECF-1a</li>', '<li>Deutz III-10</li>', '<li>CAT ECF-2</li>', '<li>Detroit Diesel 93K215</li>', '<li>JASO DH-1</li>']","[{'sku': '317020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/539428_317020.png', 'name': '20 L'}, {'sku': '317060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/418741_317060.png', 'name': '60 L'}, {'sku': '317208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/991543_317208.png', 'name': '208 L'}, {'sku': '317100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/825883_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/lowcargo-5w-30-p3783/,LOWCARGO 5W-30,232XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/175575_232xxx.png'],"['<p>Highly alloyed, USHPD low-viscosity engine oil with a reduced ash content (Low SAPS). Adapted to meet the most recent emission standards EURO 4, EURO 5 and EURO 6.</p>']","['<li>ACEA E7</li>', '<li>ACEA E8</li>', '<li>ACEA E11</li>', '<li>API CK-4</li>', '<li>API SN</li>', '<li>JASO DH-2</li>', '<li>DTFR 15C110 (228.51)</li>', '<li>Volvo VDS-4.5</li>', '<li>Renault VI RLD-3</li>', '<li>Mack EOS 4.5</li>', '<li>Deutz IV-18 LA</li>', '<li>MTU MTL 5044</li>', '<li>MTU Typ 3.1</li>', '<li>MAN M 3775</li>', '<li>MAN M 3677</li>', '<li>MAN M 3477</li>', '<li>CAT ECF-3</li>', '<li>Cummins CES 20086</li>', '<li>Scania LDF-4</li>', '<li>Detroit Diesel 93K222</li>']","[{'sku': '232005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/468390_232005.png', 'name': '5 L'}, {'sku': '232020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/360455_232020.png', 'name': '20 L'}, {'sku': '232060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/96898_232060.png', 'name': '60 L'}, {'sku': '232208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/815790_232208.png', 'name': '208 L'}, {'sku': '232100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/114316_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/supermax-10w-40-p3921/,SUPERMAX 10W-40,323XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/710472_323xxx.png'],"['<p>High-quality, low-viscosity engine oil for commercial vehicles of the latest generation and in compliance with the most recent emission standards EURO 4, 5 and EURO 6.</p>']","['<li>ACEA E7</li>', '<li>API CI-4</li>', '<li>DTFR 15C110 (228.51)</li>', '<li>MAN M 3477</li>', '<li>MAN M 3271-1</li>', '<li>Volvo VDS-3</li>', '<li>Renault VI RXD</li>', '<li>Renault VI RGD</li>', '<li>Renault VI RLD-2</li>', '<li>MTU Typ 3.1</li>', '<li>Deutz IV-10 LA</li>', '<li>Mack EO-N</li>', '<li>Cummins CES 20076</li>', '<li>Cummins CES 20077</li>', '<li>JASO DH-2</li>', '<li>DAF Long Drain</li>']","[{'sku': '323020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/713714_323020.png', 'name': '20 L'}, {'sku': '323060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/715912_323060.png', 'name': '60 L'}, {'sku': '323208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/228756_323208.png', 'name': '208 L'}, {'sku': '323100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/254585_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/hd-5cx-extra-15w-40-p3772/,HD 5CX EXTRA 15W-40,228XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/221031_228xxx.png'],['<p>This engine oil is intended for diesel engines operating under heavy loads and helps lower exhaust and particle emissions.</p>'],"['<li>ACEA E11</li>', '<li>API CK-4</li>', '<li>API SN</li>', '<li>DTFR 15C100 (228.31)</li>', '<li>MAN M 3775</li>', '<li>Volvo VDS-4.5</li>', '<li>Renault VI RLD-3</li>', '<li>CAT ECF-3</li>', '<li>Cummins CES 20086</li>', '<li>Deutz III-18 LA</li>', '<li>Detroit Diesel 93K222</li>', '<li>MTU Typ 2.1</li>', '<li>Mack EOS 4.5</li>', '<li>Ford WSS-M2C171-F1</li>']","[{'sku': '228020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/779202_228020.png', 'name': '20 L'}, {'sku': '228060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/645871_228060.png', 'name': '60 L'}, {'sku': '228208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/131566_228208.png', 'name': '208 L'}, {'sku': '228100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/339884_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/multicargo-10w-40-p3892/,MULTICARGO 10W-40,318XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/719523_318xxx.png'],['<p>Low-viscosity engine oil of the latest generation and based on synthetic technology. Developed especially for use in commercial vehicle engines.</p>'],"['<li>ACEA E7</li>', '<li>API CI-4</li>', '<li>DTFR 15B120 (228.5)</li>', '<li>Cummins CES 20078</li>', '<li>MAN M 3277</li>', '<li>MAN M 3377</li>', '<li>Volvo VDS-3</li>', '<li>Global DHD-1</li>', '<li>Renault VI RXD</li>', '<li>Renault VI RLD-2</li>', '<li>MTU Typ 3</li>', '<li>Deutz IV-10</li>', '<li>Mack EO-N</li>', '<li>Mack EO-M Plus</li>', '<li>Detroit Diesel 93K215</li>']","[{'sku': '318020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/106949_318020.png', 'name': '20 L'}, {'sku': '318060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/91963_318060.png', 'name': '60 L'}, {'sku': '318208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/897337_318208.png', 'name': '208 L'}, {'sku': '318100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/513062_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/multimax-lfd3-10w-40-p3800/,MULTIMAX LFD3 10W-40,239XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/923203_239xxx.png'],['<p>This engine oil was specially developed for diesel engines that are used in the harshest operating conditions the whole year round.</p>'],"['<li>ACEA E7</li>', '<li>API CF</li>', '<li>DTFR 15B120 (228.5)</li>', '<li>MAN M 3277</li>', '<li>Volvo VDS-3</li>', '<li>Scania LDF</li>', '<li>Scania LDF-2</li>', '<li>Scania LDF-3</li>', '<li>Mack EO-N</li>', '<li>Renault VI RLD</li>', '<li>Renault VI RLD-2</li>', '<li>Renault VI RXD</li>', '<li>Deutz III-10</li>', '<li>MTU Typ 3</li>', '<li>DAF Extended Drain</li>']","[{'sku': '239020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/390366_239020.png', 'name': '20 L'}, {'sku': '239060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/118318_239060.png', 'name': '60 L'}, {'sku': '239208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/254279_239208.png', 'name': '208 L'}, {'sku': '239100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/216376_211100.png', 'name': '1000 L'}]"
https://eurolub.com/en/4tz-premium-10w-40-p3867/,4TZ PREMIUM 10W-40,313XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/470421_313xxx.png'],['<p>Specially developed for use in high-revolution four-stroke engines with wet-running clutches.</p>'],"['<li>API SN</li>', '<li>JASO MA2</li>']","[{'sku': '313001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/413966_313001.png', 'name': '1 L'}, {'sku': '313020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/257172_313020.png', 'name': '20 L'}, {'sku': '313060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/912973_313060.png', 'name': '60 L'}, {'sku': '313208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/993222_313208.png', 'name': '208 L'}, {'sku': '313100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/806291_211100.png', 'name': '1000 L'}]"
